,PM25_complete,PM25_with_gaps,gap_mask,PM25_repaired
2025-11-18 12:00:00,5.5,5.5,False,8.964373534917831
2025-11-18 13:00:00,7.7,7.7,False,8.753609961271286
2025-11-18 14:00:00,7.3,7.3,False,8.645887321233749
2025-11-18 15:00:00,5.6,5.6,False,8.631450510025024
2025-11-18 16:00:00,6.0,6.0,False,8.623668974637985
2025-11-18 17:00:00,4.6,4.6,False,8.740789121389389
2025-11-18 18:00:00,7.3,7.3,False,8.853997385501861
2025-11-18 19:00:00,9.9,9.9,False,9.02103636264801
2025-11-18 20:00:00,7.2,7.2,False,9.147038346529007
2025-11-18 21:00:00,6.1,6.1,False,9.24622163772583
2025-11-18 22:00:00,5.3,5.3,False,9.363311952352523
2025-11-18 23:00:00,4.4,4.4,False,9.144642478227615
2025-11-19 00:00:00,7.4,7.4,False,8.255966728925705
2025-11-19 01:00:00,8.3,8.3,False,7.4296966850757595
2025-11-19 02:00:00,5.4,5.4,False,7.25835103392601
2025-11-19 03:00:00,4.2,4.2,False,7.069704687595367
2025-11-19 04:00:00,6.0,6.0,False,7.175304210186004
2025-11-19 05:00:00,7.4,7.4,False,7.148168987035751
2025-11-19 06:00:00,6.6,6.6,False,7.197143650054931
2025-11-19 07:00:00,5.0,5.0,False,7.300782388448715
2025-11-19 08:00:00,6.0,6.0,False,7.372753745317459
2025-11-19 09:00:00,7.3,7.3,False,7.3485029399394985
2025-11-19 10:00:00,8.0,8.0,False,7.27683532834053
2025-11-19 11:00:00,6.0,6.0,False,7.21853677034378
2025-11-19 12:00:00,8.3,8.3,False,7.163202828168869
2025-11-19 13:00:00,6.4,6.4,False,7.121681934595108
2025-11-19 14:00:00,6.8,6.8,False,7.089722430706024
2025-11-19 15:00:00,8.7,8.7,False,7.056724613904953
2025-11-19 16:00:00,9.5,9.5,False,7.017179226875305
2025-11-19 17:00:00,7.5,7.5,False,6.996222740411758
2025-11-19 18:00:00,8.4,8.4,False,6.968850409984588
2025-11-19 19:00:00,9.0,9.0,False,6.95183098912239
2025-11-19 20:00:00,7.9,7.9,False,6.977978265285492
2025-11-19 21:00:00,4.0,4.0,False,7.002441769838333
2025-11-19 22:00:00,4.4,4.4,False,6.952156817913055
2025-11-19 23:00:00,6.5,6.5,False,6.8561430931091305
2025-11-20 00:00:00,5.6,5.6,False,6.783354645967483
2025-11-20 01:00:00,4.8,4.8,False,6.747213414311409
2025-11-20 02:00:00,4.4,4.4,False,6.697537696361541
2025-11-20 03:00:00,7.0,7.0,False,6.619516617059707
2025-11-20 04:00:00,7.4,7.4,False,6.619771158695221
2025-11-20 05:00:00,7.5,7.5,False,6.652177369594574
2025-11-20 06:00:00,4.5,4.5,False,6.684649249911308
2025-11-20 07:00:00,5.3,5.3,False,6.698056077957153
2025-11-20 08:00:00,6.0,6.0,False,6.699701881408691
2025-11-20 09:00:00,6.2,6.2,False,6.7127598285675045
2025-11-20 10:00:00,6.3,6.3,False,6.69990818798542
2025-11-20 11:00:00,5.3,5.3,False,6.6830625295639035
2025-11-20 12:00:00,6.4,6.4,False,6.662494248151779
2025-11-20 13:00:00,7.4,7.4,False,6.649589335918426
2025-11-20 14:00:00,5.4,5.4,False,6.633932313323021
2025-11-20 15:00:00,6.5,6.5,False,6.607113233208656
2025-11-20 16:00:00,5.5,5.5,False,6.581167420744896
2025-11-20 17:00:00,6.0,6.0,False,6.523541828989982
2025-11-20 18:00:00,7.0,7.0,False,6.453754028677941
2025-11-20 19:00:00,7.6,7.6,False,6.361911571025849
2025-11-20 20:00:00,8.4,8.4,False,6.30052519440651
2025-11-20 21:00:00,7.5,7.5,False,6.2143339872360235
